# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.4 (Aug 2023); http://hmmer.org/
# Copyright (C) 2023 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  PF00847.AP2.hmm
# target sequence database:        NIPGR-Plants/Nelumbo_nucifera/protein.faa
# per-dom hits tabular output:     NIPGR_WORK/Nelumbo_nucifera/Nelumbo_nucifera_AP2.domtblout
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       AP2  [M=54]
Accession:   PF00847.25
Description: AP2 domain
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence       Description
   1 !   55.1   4.6   5.5e-17   1.5e-14       2      53 ..     191     240 ..     190     241 .. 0.91

  Alignments for each domain:
  == domain 1  score: 55.1 bits;  conditional E-value: 5.5e-17
             AP2   2 kirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     ++rGVr+++ wg+W+Ae ++   +k +r++lg+++t e Aara++ea+l+ +g
  XP_010246271.1 191 RYRGVRQRP-WGKWAAEIRDP--HKAARVWLGTFDTaEAAARAYDEAALRFRG 240
                     79*******.*******8763..357***********************9998 PP

>> XP_010246270.1  PREDICTED: ethylene-responsive transcription factor ABR1-like isoform X1 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   55.1   4.6   5.5e-17   1.5e-14       2      53 ..     192     241 ..     191     242 .. 0.91

  Alignments for each domain:
  == domain 1  score: 55.1 bits;  conditional E-value: 5.5e-17
             AP2   2 kirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     ++rGVr+++ wg+W+Ae ++   +k +r++lg+++t e Aara++ea+l+ +g
  XP_010246270.1 192 RYRGVRQRP-WGKWAAEIRDP--HKAARVWLGTFDTaEAAARAYDEAALRFRG 241
                     79*******.*******8763..357***********************9998 PP

>> XP_010261002.1  PREDICTED: ethylene-responsive transcription factor ABR1-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   55.0   4.6   5.7e-17   1.5e-14       2      53 ..     206     255 ..     205     256 .. 0.91

  Alignments for each domain:
  == domain 1  score: 55.0 bits;  conditional E-value: 5.7e-17
             AP2   2 kirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     ++rGVr+++ wg+W+Ae ++   +k +r++lg+++t e Aara++ea+l+ +g
  XP_010261002.1 206 RYRGVRQRP-WGKWAAEIRDP--HKAARVWLGTFDTaEAAARAYDEAALRFRG 255
                     79*******.*******8763..357***********************9998 PP

>> XP_010275428.1  PREDICTED: ethylene-responsive transcription factor 2-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   54.9   2.5   6.5e-17   1.7e-14       2      54 .]     159     210 ..     158     210 .. 0.91

  Alignments for each domain:
  == domain 1  score: 54.9 bits;  conditional E-value: 6.5e-17
             AP2   2 kirGVrydkkwgrWvAe...wsengkrkkkrfslgkygt.eeAaraAiearlklegs 54 
                     ++rGVr+++ wg+++Ae   + +ng    +r++lg++ t e+Aa+a+++a+++++gs
  XP_010275428.1 159 HYRGVRQRP-WGKFAAEirdPAKNG----ARVWLGTFETaEDAAMAYDRAAYRMRGS 210
                     8********.*******55555588....*************************995 PP

>> XP_010258782.1  PREDICTED: ethylene-responsive transcription factor 2-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   54.8   2.5   6.6e-17   1.8e-14       2      54 .]     163     214 ..     162     214 .. 0.91

  Alignments for each domain:
  == domain 1  score: 54.8 bits;  conditional E-value: 6.6e-17
             AP2   2 kirGVrydkkwgrWvAe...wsengkrkkkrfslgkygt.eeAaraAiearlklegs 54 
                     ++rGVr+++ wg+++Ae   + +ng    +r++lg++ t e+Aa+a+++a+++++gs
  XP_010258782.1 163 HYRGVRQRP-WGKFAAEirdPAKNG----ARVWLGTFETaEDAAMAYDRAAYRMRGS 214
                     8********.*******55555588....*************************995 PP

>> XP_010265763.1  PREDICTED: dehydration-responsive element-binding protein 2F-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   54.9   2.7   6.4e-17   1.7e-14       2      53 ..      29      78 ..      28      79 .. 0.91

  Alignments for each domain:
  == domain 1  score: 54.9 bits;  conditional E-value: 6.4e-17
             AP2  2 kirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53
                     +rGVr++  wg+WvAe +e   +k++r +lg + t eeAa+a++ea+++l+g
  XP_010265763.1 29 EYRGVRQRT-WGKWVAEIREP--KKRTRLWLGSFATaEEAAMAYDEAARRLYG 78
                    59*******.*******8773..479***********************9998 PP

>> XP_010260298.1  PREDICTED: ethylene-responsive transcription factor 12 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   55.0   1.6   5.6e-17   1.5e-14       2      53 ..       7      56 ..       6      57 .. 0.92

  Alignments for each domain:
  == domain 1  score: 55.0 bits;  conditional E-value: 5.6e-17
             AP2  2 kirGVrydkkwgrWvAe....wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53
                    ++rGVr ++ wgr++Ae    w      kk+r++lg+++t eeAa+a++ a+++l+g
  XP_010260298.1  7 HYRGVRKRP-WGRYAAEirdpW------KKTRVWLGTFDTpEEAALAYDGAARSLRG 56
                    7********.*******77766......58*************************98 PP

>> XP_010274787.1  PREDICTED: ethylene-responsive transcription factor 1B-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   55.4   1.2   4.5e-17   1.2e-14       3      54 .]     122     172 ..     120     172 .. 0.93

  Alignments for each domain:
  == domain 1  score: 55.4 bits;  conditional E-value: 4.5e-17
             AP2   3 irGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlklegs 54 
                     +rGVr+++ wg+++Ae +++  r+  r++lg++++ e Aa+a+++a+++++gs
  XP_010274787.1 122 YRGVRRRP-WGKFAAEIRDS-TRHGIRVWLGTFDSaEAAALAYDQAAFSMRGS 172
                     9*******.*******9885.4888*************************995 PP

>> XP_010252581.1  PREDICTED: ethylene-responsive transcription factor 3-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   54.6   1.1   7.6e-17     2e-14       1      53 [.      31      81 ..      31      82 .. 0.92

  Alignments for each domain:
  == domain 1  score: 54.6 bits;  conditional E-value: 7.6e-17
             AP2  1 pkirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53
                    +++rGVr ++ wgr++Ae ++   rkk+r++lg++++ e+Aara++ a+++l+g
  XP_010252581.1 31 TRFRGVRKRP-WGRFAAEIRDP--RKKTRVWLGTFDSaEDAARAYDTAARTLRG 81
                    589*******.*******8762..579*************************98 PP

>> XP_010254126.1  PREDICTED: dehydration-responsive element-binding protein 2A-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   54.1   2.2   1.1e-16   2.9e-14       2      53 ..      71     120 ..      70     121 .. 0.93

  Alignments for each domain:
  == domain 1  score: 54.1 bits;  conditional E-value: 1.1e-16
             AP2   2 kirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     ++rGVr++  wg+WvAe +e n   + +r +lg++ t  eAa+a+++a+++++g
  XP_010254126.1  71 NYRGVRQRT-WGKWVAEIREpN---RGSRLWLGTFSTaLEAALAYDKAAKAMYG 120
                     7********.*******99974...46*************************98 PP

>> XP_010269611.1  PREDICTED: ethylene-responsive transcription factor RAP2-3-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   54.1   3.1   1.1e-16   2.9e-14       3      53 ..     118     166 ..     116     167 .. 0.91

  Alignments for each domain:
  == domain 1  score: 54.1 bits;  conditional E-value: 1.1e-16
             AP2   3 irGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +rG+r+++ wg+W+Ae ++ +   k  r++lg+y+t eeAara++ a+++++g
  XP_010269611.1 118 YRGIRQRP-WGKWAAEIRDpR---KGVRVWLGTYNTaEEAARAYDVAAKRIRG 166
                     9*******.*******87642...57************************997 PP

>> XP_010272367.1  PREDICTED: ethylene-responsive transcription factor 12-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   55.1   1.6   5.5e-17   1.5e-14       2      53 ..       7      56 ..       6      57 .. 0.92

  Alignments for each domain:
  == domain 1  score: 55.1 bits;  conditional E-value: 5.5e-17
             AP2  2 kirGVrydkkwgrWvAe....wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53
                    ++rGVr ++ wgr++Ae    w      kk+r++lg+++t eeAa+a++ a+++l+g
  XP_010272367.1  7 HYRGVRKRP-WGRYAAEirdpW------KKTRVWLGTFDTpEEAALAYDGAARSLRG 56
                    7********.*******77766......58*************************98 PP

>> XP_010257631.1  PREDICTED: ethylene-responsive transcription factor RAP2-11 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   54.3   0.2   9.5e-17   2.5e-14       2      53 ..      34      83 ..      33      84 .. 0.91

  Alignments for each domain:
  == domain 1  score: 54.3 bits;  conditional E-value: 9.5e-17
             AP2  2 kirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53
                    k+ GVr+++ +grWvAe +++   +k r +lg++ t eeAara++ea++ l+g
  XP_010257631.1 34 KFVGVRQRP-SGRWVAEIKDTT--QKIRMWLGTFETaEEAARAYDEAACLLRG 83
                    799******.9******98843..58**********************99988 PP

>> XP_010257316.1  PREDICTED: dehydration-responsive element-binding protein 2F-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   54.4   2.2   8.7e-17   2.3e-14       2      53 ..      29      78 ..      28      79 .. 0.91

  Alignments for each domain:
  == domain 1  score: 54.4 bits;  conditional E-value: 8.7e-17
             AP2  2 kirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53
                     +rGVr++  wg+WvAe +e   +k++r +lg + t eeAa+a++ea+++l+g
  XP_010257316.1 29 EYRGVRQRT-WGKWVAEIREP--KKRTRLWLGSFSTaEEAAMAYDEAARRLYG 78
                    59*******.*******8773..479***********************9998 PP

>> XP_010249458.1  PREDICTED: ethylene-responsive transcription factor ERF113 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   54.0   2.3   1.2e-16   3.2e-14       2      53 ..     139     188 ..     138     189 .. 0.91

  Alignments for each domain:
  == domain 1  score: 54.0 bits;  conditional E-value: 1.2e-16
             AP2   2 kirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     ++rGVr+++ wg+W+Ae ++   +k +r++lg+++t e Aa a++ea+lk  g
  XP_010249458.1 139 HYRGVRQRP-WGKWAAEIRDP--KKAARVWLGTFDTaESAAIAYDEAALKFKG 188
                     8********.*******8773..367***********************9876 PP

>> XP_010258834.1  PREDICTED: ethylene-responsive transcription factor ERF039-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   53.7   0.2   1.5e-16     4e-14       2      53 ..      89     138 ..      88     139 .. 0.90

  Alignments for each domain:
  == domain 1  score: 53.7 bits;  conditional E-value: 1.5e-16
             AP2   2 kirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rGVr +  wg+Wv+e +e   rkk+r++lg++ t e+Aara++ a+l++ g
  XP_010258834.1  89 TYRGVRMRN-WGKWVSEIRE--PRKKSRIWLGTFPTpEMAARAHDVAALTVKG 138
                     69*******.*******876..3579**********************98766 PP

>> XP_010247507.1  PREDICTED: AP2-like ethylene-responsive transcription factor At2g41710 isoform X1 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   49.8   4.4   2.4e-15   6.3e-13       1      53 [.      66     125 ..      66     126 .. 0.94
   2 ?    3.0   0.0         1   2.7e+02       1      40 [.     168     206 ..     168     208 .. 0.83

  Alignments for each domain:
  == domain 1  score: 49.8 bits;  conditional E-value: 2.4e-15
             AP2   1 pkirGVrydkkwgrWvAe......wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +k+rGV++++++gr++A+      w++n+ +k k+++lg y+  e Aara+++a+lk++g
  XP_010247507.1  66 SKYRGVTRHRWTGRYEAHlwdkstWNQNQNKKGKQVYLGAYDEeEAAARAYDLAALKYWG 125
                     69*****************99888888888999*************************98 PP

  == domain 2  score: 3.0 bits;  conditional E-value: 1
             AP2   1 pkirGVrydkkwgrWvAewsengkrkk.krfslgkygt.eeA 40 
                     +k+rG ++ + +  W++ +   g+     +    +ygt e+A
  XP_010247507.1 168 SKYRGLSRPPQSSQWESSF---GRMVGpDYLNSIHYGTgEDA 206
                     69***************98...63334699999999998887 PP

>> XP_010243826.1  PREDICTED: dehydration-responsive element-binding protein 1B-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   53.7   0.1   1.5e-16     4e-14       2      53 ..      59     108 ..      58     109 .. 0.93

  Alignments for each domain:
  == domain 1  score: 53.7 bits;  conditional E-value: 1.5e-16
             AP2   2 kirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rGVr +k  g+Wv+e +e n+   k+r++lg++ + e+Aara++ a+l+l+g
  XP_010243826.1  59 IYRGVRERK-GGKWVCEVREpNK---KSRIWLGTFPCpEMAARAHDVAALALRG 108
                     69*******.*******999665...9*************************98 PP

>> XP_010274790.1  PREDICTED: ethylene-responsive transcription factor ERF098-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   53.9   3.1   1.3e-16   3.5e-14       2      53 ..      19      69 ..      18      70 .. 0.89

  Alignments for each domain:
  == domain 1  score: 53.9 bits;  conditional E-value: 1.3e-16
             AP2  2 kirGVrydkkwgrWvAewse...ngkrkkkrfslgkygt.eeAaraAiearlkleg 53
                    ++rGVr ++ wg+++Ae ++   n     +r +lg++ t eeAara+++a+++++g
  XP_010274790.1 19 RYRGVRKRP-WGKFAAEIRDstrN----GARLWLGTFTTaEEAARAYDRAAYAIRG 69
                    7********.*******7663324....5*************************98 PP

>> XP_010252020.1  PREDICTED: pathogenesis-related genes transcriptional activator PTI6-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   53.1   2.6   2.2e-16     6e-14       2      53 ..     117     166 ..     116     167 .. 0.90

  Alignments for each domain:
  == domain 1  score: 53.1 bits;  conditional E-value: 2.2e-16
             AP2   2 kirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     ++rGVr+++ wgrW+Ae ++ +   ++kr +lg+y+t eeAa  +++a+ +l g
  XP_010252020.1 117 RFRGVRRRP-WGRWAAEIRDpT---RRKRLWLGTYDTaEEAATVYDKAAVRLKG 166
                     79*******.*******87755...59*********************988876 PP

>> XP_010274789.1  PREDICTED: ethylene-responsive transcription factor ERF098-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   53.9   3.1   1.3e-16   3.6e-14       2      53 ..      19      69 ..      18      70 .. 0.89

  Alignments for each domain:
  == domain 1  score: 53.9 bits;  conditional E-value: 1.3e-16
             AP2  2 kirGVrydkkwgrWvAewse...ngkrkkkrfslgkygt.eeAaraAiearlkleg 53
                    ++rGVr ++ wg+++Ae ++   n     +r +lg++ t eeAara+++a+++++g
  XP_010274789.1 19 RYRGVRKRP-WGKFAAEIRDstrN----GARLWLGTFTTaEEAARAYDRAAYAIRG 69
                    7********.*******7663324....5*************************98 PP

>> XP_010251534.1  PREDICTED: ethylene-responsive transcription factor CRF3 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   53.6   0.7   1.6e-16   4.4e-14       2      53 ..     127     176 ..     126     177 .. 0.93

  Alignments for each domain:
  == domain 1  score: 53.6 bits;  conditional E-value: 1.6e-16
             AP2   2 kirGVrydkkwgrWvAewse..ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     k+rGVr+++ wg+W+Ae ++  +g     r +lg+y+t eeAa+ ++ a+ +l+g
  XP_010251534.1 127 KFRGVRQRP-WGKWAAEIRDpaRG----VRLWLGTYDTaEEAAKVYDNAAIQLRG 176
                     89*******.*******9887666....*************************98 PP

>> XP_010249334.1  PREDICTED: ethylene-responsive transcription factor LEP-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   52.4   0.8   3.7e-16   9.8e-14       4      54 .]      42      90 ..      39      90 .. 0.90

  Alignments for each domain:
  == domain 1  score: 52.4 bits;  conditional E-value: 3.7e-16
             AP2  4 rGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlklegs 54
                     GVr+++ wgr++Ae ++ +   +k r +lg+++t eeAa+a+++a+++++gs
  XP_010249334.1 42 LGVRRRP-WGRYAAEIRDpS---TKERHWLGTFDTaEEAALAYDRAARSMRGS 90
                    5******.*******77643...48*************************995 PP

>> XP_010270056.1  PREDICTED: ethylene-responsive transcription factor 3-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   53.0   0.5   2.5e-16   6.8e-14       2      53 ..      31      80 ..      30      81 .. 0.92

  Alignments for each domain:
  == domain 1  score: 53.0 bits;  conditional E-value: 2.5e-16
             AP2  2 kirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53
                    ++rGVr ++ wgr++Ae ++     kk+r++lg++++ e+Aara+++a+++l+g
  XP_010270056.1 31 RFRGVRKRP-WGRFAAEIRDpL---KKTRVWLGTFDSaEDAARAYDAAARNLRG 80
                    69*******.*******88753...58*************************98 PP

>> XP_010261483.1  PREDICTED: ethylene-responsive transcription factor CRF1-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 ?    0.2   0.8       7.8   2.1e+03      13      26 ..      95     108 ..      91     111 .. 0.80
   2 !   53.4   0.7   1.8e-16   4.8e-14       2      53 ..     132     181 ..     131     182 .. 0.92

  Alignments for each domain:
  == domain 1  score: 0.2 bits;  conditional E-value: 7.8
             AP2  13 grWvAewsengkrk 26 
                     g+W+++ + ng++k
  XP_010261483.1  95 GSWRSRSVRNGRKK 108
                     89****99999554 PP

  == domain 2  score: 53.4 bits;  conditional E-value: 1.8e-16
             AP2   2 kirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     k+rGVr+++ wg+W+Ae ++     ++ r +lg+y+t eeAa+ ++ a+ +l+g
  XP_010261483.1 132 KFRGVRQRP-WGKWAAEIRDpA---RRVRLWLGTYDTaEEAAMVYDNAAIQLRG 181
                     89*******.*******88842...68*************************98 PP

>> XP_010250477.2  PREDICTED: ethylene-responsive transcription factor LEP-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   52.5   0.8   3.6e-16   9.7e-14       4      54 .]      40      88 ..      37      88 .. 0.90

  Alignments for each domain:
  == domain 1  score: 52.5 bits;  conditional E-value: 3.6e-16
             AP2  4 rGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlklegs 54
                     GVr+++ wgr++Ae ++ +   +k r +lg+++t eeAa+a+++a+++++gs
  XP_010250477.2 40 LGVRRRP-WGRYAAEIRDpT---TKERHWLGTFDTaEEAALAYDRAARSMRGS 88
                    5******.*******77754...38*************************995 PP

>> XP_010274866.1  PREDICTED: ethylene-responsive transcription factor ERF098 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   52.9   1.9   2.6e-16     7e-14       2      54 .]       8      59 ..       7      59 .. 0.91

  Alignments for each domain:
  == domain 1  score: 52.9 bits;  conditional E-value: 2.6e-16
             AP2  2 kirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlklegs 54
                    ++rGVr+++ wg+++Ae ++ +  r ++r +lg++   e+Aara+++a+++l+g+
  XP_010274866.1  8 RYRGVRRRP-WGKYAAEIRDpS--RPCARLWLGTFENaEDAARAYDRAAFALRGH 59
                    7********.*******87743..568**************************96 PP

>> XP_010271525.1  PREDICTED: dehydration-responsive element-binding protein 2D-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   52.7   2.1     3e-16     8e-14       3      53 ..      30      78 ..      28      79 .. 0.92

  Alignments for each domain:
  == domain 1  score: 52.7 bits;  conditional E-value: 3e-16
             AP2  3 irGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53
                    +rGVr++  wg+WvAe +e n   + +r +lg+++t ++Aa a++ a++kl+g
  XP_010271525.1 30 YRGVRQRT-WGKWVAEIREpN---RGARLWLGTFDTsRDAAIAYDSAARKLYG 78
                    9*******.*******99974...46************************987 PP

>> XP_010244551.1  PREDICTED: pathogenesis-related genes transcriptional activator PTI6-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   52.5   0.2   3.4e-16   9.1e-14       2      53 ..     126     175 ..     125     176 .. 0.92

  Alignments for each domain:
  == domain 1  score: 52.5 bits;  conditional E-value: 3.4e-16
             AP2   2 kirGVrydkkwgrWvAewse..ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     ++rGV +++ wgrW+Ae ++  +g    kr +lg+y+t eeAa  ++ a+ +l+g
  XP_010244551.1 126 RFRGVHQRP-WGRWAAEIRDptRG----KRLWLGTYDTpEEAATVYDNAAIRLRG 175
                     79*******.*******8776455....*************************98 PP

>> XP_010261539.1  PREDICTED: ethylene-responsive transcription factor ERF061 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   52.3   4.2     4e-16   1.1e-13       2      53 ..     114     163 ..     113     164 .. 0.91

  Alignments for each domain:
  == domain 1  score: 52.3 bits;  conditional E-value: 4e-16
             AP2   2 kirGVrydkkwgrWvAe...wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rGVr++  wg+WvAe   +  ++   + r++lg+y+t e Aa+a+++a++kl+g
  XP_010261539.1 114 LYRGVRQRH-WGKWVAEirlP--QN---RMRVWLGTYDTaEAAAYAYDRAAYKLRG 163
                     59*******.*******6555..55...8*************************98 PP

>> XP_010243654.1  PREDICTED: dehydration-responsive element-binding protein 2C-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   52.6   0.9   3.2e-16   8.5e-14       3      53 ..      31      79 ..      29      80 .. 0.93

  Alignments for each domain:
  == domain 1  score: 52.6 bits;  conditional E-value: 3.2e-16
             AP2  3 irGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53
                    +rGVr++  wg+WvAe +e n   + +r++lg+++t  eAa a++ a++kl+g
  XP_010243654.1 31 YRGVRQRT-WGKWVAEIREpN---RGARIWLGTFNTsLEAAVAYDDAARKLYG 79
                    9*******.*******99974...46*************************98 PP

>> XP_010273874.1  PREDICTED: ethylene-responsive transcription factor RAP2-9-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   52.4   0.8   3.7e-16   9.8e-14       2      53 ..      28      77 ..      27      78 .. 0.92

  Alignments for each domain:
  == domain 1  score: 52.4 bits;  conditional E-value: 3.7e-16
